번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
1425,공중화장실,수변공원 제2공중화장실,부산광역시 수영구 민락수변로 129(민락동),,N,2,4,1,1,0,0,5,1,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,Y,여자화장실,,2022-06-30
1426,공중화장실,수변모바일,부산광역시 수영구 민락수변로 115(민락동),,N,2,4,0,0,0,0,5,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1427,공중화장실,수영사적공원 공중화장실,부산광역시 수영구 수영성로 43(수영동),,N,3,4,1,1,0,0,5,1,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2022-06-30
1428,공중화장실,수영팔도상가시장 공중화장실,부산광역시 수영구 수영로725번길 20-8(수영동),,N,2,2,1,1,0,0,5,1,1,수영구청,051-610-4445,정시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2022-06-30
1429,공중화장실,수영강변로 공중화장실,부산광역시 수영구 망미동 985,,N,1,1,1,1,0,0,3,1,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,Y,N,없음,,2022-06-30
1430,공중화장실,팔도야시장 공중화장실,부산광역시 수영구 수영성로 28-5(수영동),,N,2,1,0,1,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2022-06-30
1431,공중화장실,해양레포츠센터 공중화장실,부산광역시 수영구 광안해변로54번길222(남천동),,N,1,2,1,1,0,0,4,1,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2022-06-30
1432,간이화장실,금련산제1호 간이화장실,부산광역시 수영구 황령산로 50,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1433,간이화장실,금련산제2호 간이화장실,부산광역시 수영구 황령산로 128,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1434,간이화장실,금련산제3호 간이화장실,부산광역시 수영구 광안동 산61-2,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1435,간이화장실,광안3동 간이화장실,부산광역시 수영구 망미번영로16번가길 40-1,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1436,간이화장실,망미1동 간이화장실,부산광역시 수영구 망미동 산107-1,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1437,간이화장실,광안4동 간이화장실,부산광역시 수영구 호암로 81,,N,1,1,0,0,0,0,2,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1438,간이화장실,금련산전망대 간이화장실,부산광역시 수영구 광안동 산39,,N,1,1,0,0,0,0,1,0,0,수영구청,051-610-4445,상시,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-06-30
1439,개방화장실,삼익비치노인정,"부산광역시 수영구 광안해변로 100(남천동, 비치아파트)",,N,2,1,0,0,0,0,3,0,0,수영구청,,상시,,,,민간,기타,수세식,Y,남자화장실+여자화장실,N,N,없음,,2022-06-30
1440,개방화장실,부산종합사회복지관,부산광역시 수영구 금련로43번길54(망미동),,N,3,1,0,0,0,0,3,0,0,부산종합사회복지관,,정시,,,,민간,기타,수세식,N,없음,N,N,없음,,2022-06-30
1441,개방화장실,수미초등학교,부산광역시 수영구 연수로310번길 91(망미동),,N,1,1,0,0,0,0,2,0,0,수미초등학교,,상시,,,,민간,기타,수세식,N,없음,N,N,없음,,2022-06-30
1442,개방화장실,광안시장,부산광역시 수영구 수영로603번길 18(광안동),,N,2,1,0,0,0,0,2,0,0,광안시장,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1443,개방화장실,남천해변시장,부산광역시 수영구 광안해변로15번길 77(남천동),,N,2,2,0,0,0,0,3,0,0,남천해변시장,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1444,개방화장실,삼익비치B상가(1층),부산광역시 수영구 광안해변로 122(남천동),,N,2,2,0,0,0,0,3,0,0,삼익비치B상가(1층),,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1445,개방화장실,삼익비치A상가(1층),부산광역시 수영구 광안해변로 95(남천동),,N,2,1,0,0,0,0,3,0,0,삼익비치A상가(1층),,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1446,개방화장실,광안어패류시장,부산광역시 수영구 민락수변로7번길 19(민락동),,N,2,1,0,0,0,0,2,0,0,광안어패류시장,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1447,개방화장실,씨랜드 회센터,부산광역시 수영구 광안해변로 299(민락동),,N,2,2,0,0,0,0,3,0,0,씨랜드 회센터,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1448,개방화장실,게스후,부산광역시 수영구 광안해변로 183(광안동),,N,2,2,0,0,0,0,3,0,0,게스후,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1449,개방화장실,하오르타이어,부산광역시 수영구 감포로 32(민락동),,N,0,1,0,0,0,0,1,0,0,"하오르타이어(구,벤츠스마트서비스)",,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1450,개방화장실,삼익비치아파트 야외화장실(307동 뒤편),부산광역시 수영구 광안해변로 95(남천동),,N,0,1,0,0,0,0,1,0,0,삼익비치 공동화장실(307동 앞),,상시,,,,민간,기타,수세식,N,없음,N,N,없음,,2022-06-30
1451,개방화장실,수영정,부산광역시 수영구호암로29번가길 54-19(광안동),,N,1,1,0,0,0,0,1,0,0,수영정,,정시,,,,민간,관광·체육시설,수세식,N,없음,N,N,없음,,2022-06-30
1452,개방화장실,보성녹차,부산광역시 수영구 수영로394번길 29(남천동),,N,1,1,0,0,0,0,1,0,0,보성녹차,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1453,개방화장실,개미집,부산광역시 수영구 광남로130번길 9(광안동),,N,1,2,0,0,0,0,2,0,0,개미집,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1454,개방화장실,금우 자동차 서비스,부산광역시 수영구 감포로 55(광안동),,Y,1,0,0,0,0,0,1,0,0,금우 자동차 서비스,,정시,,,,민간,상업시설,수세식,N,없음,N,N,없음,,2022-06-30
1455,개방화장실,수영구청,부산광역시 수영구 남천동로 100(남천동),,N,14,25,4,0,0,0,14,4,0,수영구청,,정시,,,,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1456,개방화장실,수영구 보건소,부산광역시 수영구 수영로 637-5(광안동),,N,2,1,1,0,0,0,3,1,0,수영구 보건소,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1457,개방화장실,수영구 스포츠문화타운,부산광역시 수영구 수영로521번길 77(광안동),,N,7,7,1,0,0,0,11,0,0,수영구청,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1458,개방화장실,수영구민체육센터,부산광역시 수영구 광남로257번길 12(민락동),,N,3,3,1,1,3,0,6,1,0,수영구청,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1459,개방화장실,광안2동 주민센터,부산광역시 수영구 광안로16번길 22(광안동),,N,2,1,0,0,0,0,2,0,0,광안2동 주민센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1460,개방화장실,망미1동 행정복지센터,부산광역시 수영구 연수로315번길 23(망미동),,N,2,2,0,0,0,0,3,0,0,망미1동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1461,개방화장실,광안4동 주민센터,부산광역시 수영구 수영로 541(광안동),,N,1,1,0,0,0,0,2,0,0,광안4동 주민센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1462,개방화장실,광안1동행정복지센터,부산광역시 수영구 광일로14번길 17(광안동),,N,4,3,0,0,0,0,3,0,0,광안1동행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1463,개방화장실,광안3동 주민센터,부산광역시 수영구 망미번영로38번길 103(광안동),,N,2,1,0,0,0,0,2,0,0,광안3동 주민센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1464,개방화장실,남천2동 행정복지센터,부산광역시 수영구 광안해변로 99(남천동),,N,3,2,0,0,0,0,5,0,0,남천2동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1465,개방화장실,남천1동 행정복지센터,부산광역시 수영구 남천동로 13(남천동),,N,2,1,0,0,0,0,3,0,0,남천1동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1466,개방화장실,망미2동 행정복지센터,부산광역시 수영구 수미로35번길 40(망미동),,N,2,1,0,0,0,0,3,0,0,망미2동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1467,개방화장실,민락동 행정복지센터,부산광역시 수영구 광안해변로295번길 22(민락동),,N,2,1,0,0,0,0,3,0,0,민락동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1468,개방화장실,수영동 행정복지센터,부산광역시 수영구 수영성로 36(수영동),,N,1,1,0,0,0,0,1,0,0,수영동 행정복지센터,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1469,개방화장실,남부산등기소,부산광역시 수영구 광남로 26(남천동),,N,2,3,0,0,0,0,5,0,0,남부산등기소,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1470,개방화장실,남부산 우체국,부산광역시 수영구 수영로 448(남천동),,N,9,12,0,0,0,0,9,0,0,남부산 우체국,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1471,개방화장실,광안동 우체국,부산광역시 수영구 수영로 619(광안동),,N,2,2,0,0,0,0,3,0,0,광안동 우체국,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1472,개방화장실,망미동 우체국,부산광역시 수영구 과정로 64(망미동),,N,1,1,0,0,0,0,1,0,0,망미동 우체국,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1473,개방화장실,수영동 우체국,부산광역시 수영구 수영로725번길 33(수영동),,N,2,2,0,0,0,0,3,0,0,수영동 우체국,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1474,개방화장실,민락동 우체국,부산광역시 수영구 광안해변로255번길 59(민락동),,N,1,1,0,0,0,0,2,0,0,민락동 우체국,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1475,개방화장실,수영지하철역,부산광역시 수영구 수영로 677(수영동),,N,14,19,0,0,0,0,24,0,0,수영지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1476,개방화장실,민락지하철역,부산광역시 수영구 수영로 769(민락동),,N,5,5,1,0,0,0,4,0,0,민락지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1477,개방화장실,광안지하철역,부산광역시 수영구 수영로 576(광안동),,N,5,8,1,0,0,0,7,0,0,광안지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1478,개방화장실,금련산지하철역,부산광역시 수영구 수영로 482(남천동),,N,4,6,1,0,0,0,7,0,0,금련산지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1479,개방화장실,남천지하철역,부산광역시 수영구 수영로 410(남천동),,N,4,4,1,0,0,0,6,0,0,남천지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1480,개방화장실,망미지하철역,부산광역시 수영구 연수로 337(망미동),,N,4,4,1,0,0,0,1,0,0,망미지하철역,,정시,,,,공공기관,교통시설,수세식,Y,여자화장실,N,N,없음,,2022-06-30
1481,개방화장실,남부경찰서광안1치안센터,부산광역시 수영구 수영로 635(광안동),,N,1,2,0,0,0,0,1,0,0,남부경찰서광안1치안센터,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1482,개방화장실,금련산주유소,부산광역시 수영구 수영로 491(남천동),,N,1,1,0,0,0,0,1,0,0,금련산주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1483,개방화장실,신영셀프주유소,부산광역시 수영구 과정로 23(망미동),,N,1,1,0,0,0,0,2,0,0,신영셀프주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1484,개방화장실,금호주유소,부산광역시 수영구 과정로 4(망미동),,N,1,1,0,0,0,0,2,0,0,금호주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1485,개방화장실,센텀타이거주유소,부산광역시 수영구 민락본동로 30(민락동),,N,1,1,0,0,0,0,1,0,0,센텀타이거주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1486,개방화장실,(주)세왕에너지,부산광역시 수영구 광남로 176(민락동),,N,1,1,0,0,0,0,1,0,0,(주)세왕에너지,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1487,개방화장실,지에스칼텍스(주)언덕주유소,부산광역시 수영구 연수로 239(망미동),,N,1,1,0,0,0,0,1,0,0,지에스칼텍스(주)언덕주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1488,개방화장실,마린타이거주유소,부산광역시 수영구 광남로 241(민락동),,N,3,3,0,0,0,0,3,0,0,마린타이거주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1489,개방화장실,유원주유소,부산광역시 수영구 광일로 8(광안동),,N,1,1,0,0,0,0,2,0,0,유원주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1490,개방화장실,땡큐망미주유소,부산광역시 수영구 연수로 254(망미동),,N,1,1,0,0,0,0,1,0,0,땡큐망미주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1491,개방화장실,SK에너지(주)강일주유소,부산광역시 수영구 연수로 411(수영동),,N,1,1,0,0,0,0,1,0,0,SK에너지(주)강일주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1492,개방화장실,(주)청유주유소,부산광역시 수영구 좌수영로 147(망미동),,N,1,1,0,0,0,0,1,0,0,(주)청유주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1493,개방화장실,광안4치안센터,부산광역시 수영구 수영로 553-7(광안동),,N,1,1,0,0,0,0,1,0,0,광안4치안센터,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1494,개방화장실,남부경찰서 기동순찰대,부산광역시 수영구 남천동로 76(남천동),,N,1,1,0,0,0,0,1,0,0,남부경찰서 기동순찰대,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1495,개방화장실,망미치안센터,부산광역시 수영구 망미배산로30번길 34(망미동),,N,1,1,0,0,0,0,1,0,0,망미치안센터,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1496,개방화장실,망미1파출소,부산광역시 수영구 망미로8번길 74(망미동),,N,1,1,0,0,0,0,1,0,0,망미1파출소,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1497,개방화장실,민락동 광민지구대,부산광역시 수영구 광안해변로295번길 22(민락동),,N,1,1,0,0,0,0,1,0,0,민락동 광민지구대,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1498,개방화장실,광민지구대 민락2치안센터,부산광역시 수영구 무학로63번길 97(민락동),,N,1,1,0,0,0,0,1,0,0,광민지구대 민락2치안센터,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1499,개방화장실,부산해양경찰서 광안리파출소,부산광역시 수영구 민락수변로 92(민락동),,N,1,1,0,0,0,0,1,0,0,부산해양경찰서 광안리파출소,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1500,개방화장실,수영망미2파출소,부산광역시 수영구 수영성로 36(수영동),,N,1,1,0,0,0,0,1,0,0,수영망미2파출소,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1501,개방화장실,남천1치안센터,부산광역시 수영구 수영로 446(남천동),,N,1,1,0,0,0,0,1,0,0,남천1치안센터,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1502,개방화장실,광남지구대,부산광역시 수영구 수영로554번길 52(광안동),,N,1,2,0,0,0,0,2,0,0,광남지구대,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1503,개방화장실,남부소방서,부산광역시 수영구 광일로 64(광안동),,N,1,15,0,0,0,0,6,0,0,남부소방서,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1504,개방화장실,망미119안전센타,부산광역시 수영구 연수로 330(망미동),,N,1,1,0,0,0,0,1,0,0,망미119안전센타,,상시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1505,개방화장실,수영세무서,부산광역시 수영구 남천동로19번길 28(남천동),,N,3,3,0,0,0,0,6,0,0,수영세무서,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1506,개방화장실,수영구연제구선거관리위원회,부산광역시 수영구 과정로5번길 6(망미동),,N,1,3,0,0,0,0,1,0,0,수영구연제구선거관리위원회,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1507,개방화장실,부산지방병무청,부산광역시 수영구 연수로 301(망미동),,N,26,32,1,1,1,0,26,1,0,부산지방병무청,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1508,개방화장실,금련산청소년수련원,부산광역시 수영구 황령산로 156(광안동),,N,17,27,1,0,0,0,34,0,0,금련산청소년수련원,,정시,,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1509,개방화장실,광안어린이도서관,부산광역시 수영구 장대골로 75-8(광안동),,N,14,17,5,3,1,1,31,5,1,광안어린이도서관,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1510,개방화장실,수영구 노인복지관,부산광역시 수영구 황령대로489번길 83(남천동),,N,4,4,1,0,0,0,8,1,0,수영구 노인복지관,,정시,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-30
1511,개방화장실,GS부산주유소,부산광역시 수영구 수영로 558(광안동),,N,2,2,0,0,0,0,1,0,0,GS부산주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1512,개방화장실,인성주유소,부산광역시 수영구 연수로 250(망미동),,N,1,1,0,0,0,0,1,0,0,인성주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1513,개방화장실,호유주유소,부산광역시 수영구 좌수영로 151(망미동),,N,1,1,0,0,0,0,1,0,0,호유주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1514,개방화장실,용화여객,부산광역시 수영구 민락본동로19번길 51(민락동),,N,1,2,0,0,0,0,3,0,0,용화여객,,정시,,,,민간,교통시설,수세식,N,없음,N,N,없음,,2022-06-30
1515,개방화장실,세일석유 광안리주유소,부산광역시 수영구 광남로 83(광안동),,N,1,1,0,0,0,0,1,0,0,세일석유 광안리주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1516,개방화장실,대영주유소,부산광역시 수영구 수영로 731(수영동),,N,1,2,0,0,0,0,1,0,0,대영주유소,,정시,,,,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-06-30
1517,공중화장실,선동주차장 공중화장실,부산 금정구 선동 720-2,,N,2,2,0,0,0,0,3,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,공공용시설,수거식,N,없음,N,N,없음,,2022-05-30
1518,공중화장실,구민운동장 공중화장실,"부산 금정구 고분로 148 (두구동, 한국도로공사 부산영업소)",,N,1,2,0,0,0,0,2,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1519,개방화장실,부산장전동우체국 화장실,"부산 금정구 금강로 241-1 (장전동, 부산장전동우체국)",,N,1,1,0,0,0,0,1,0,0,장전동우체국,,24시간,,,,국가,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1520,개방화장실,부산구서동우체국 화장실,"부산 금정구 금강로 473 (구서동, 부산구서동우체국)",,N,1,2,1,0,0,0,2,0,0,부산구서동우체국,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1521,공중화장실,장전1동주민센터 화장실,"부산 금정구 금강로335번길 27 (장전동, 장전1동주민센터)",,N,1,1,0,0,0,0,1,0,0,장전1동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1522,공중화장실,구서1치안센터 화장실,"부산 금정구 금강로415번길 8 (구서동, 구서동치안센터)",,Y,0,1,0,0,0,0,1,0,0,금정경찰서 범어지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1523,공중화장실,구서2치안센터 화장실,"부산 금정구 금강로565번길 23 (구서동, 구서2치안센터)",,Y,0,1,0,0,0,0,1,0,0,금정경찰서 범어지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1524,공중화장실,윤산 산림욕장,부산 금정구 금사동 산9번지,,N,1,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2022-05-30
1525,공중화장실,회동치안센터 화장실,"부산 금정구 금사로 173-1 (회동동, 회동치안센터)",,Y,0,1,0,0,0,0,1,0,0,회동치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1526,공중화장실,금사동주민센터 화장실,"부산 금정구 금사로85번길 12 (금사동, 금사동주민센터)",,N,1,1,0,0,0,0,2,0,0,금사동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1527,공중화장실,장전2치안센터 화장실,"부산 금정구 금샘로 4 (장전동, 장전2치안센터)",,Y,0,1,0,0,0,0,1,0,0,장전지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1528,공중화장실,아름다운 화장실,부산 금정구 산성로 458,,N,2,3,0,1,0,0,6,2,0,금정구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1529,공중화장실,동문화장실,부산 금정구 동문로 35,,N,2,2,1,1,0,0,7,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1530,공중화장실,금정산성광장(2) 화장실,부산 금정구 산성로 501-2,,N,2,1,0,1,0,0,4,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1531,공중화장실,금정산성광장 화장실,부산 금정구 산성로 501-1,,N,2,2,0,0,0,0,4,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1532,공중화장실,서문 화장실,부산 금정구 금성동 산86-1번지,,N,2,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2022-05-30
1533,공중화장실,장전1치안센터 화장실,"부산 금정구 금정로 140 (장전동, 장전1치안센터)",,Y,0,1,0,0,0,0,1,0,0,장전지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1534,공중화장실,장전3동주민센터 화장실,"부산 금정구 금정로 29-6 (장전동, 장전3동주민센터)",,N,1,1,1,0,0,0,2,0,0,장전3동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1535,공중화장실,장전지구대 화장실,"부산 금정구 금정로 49 (장전동, 장전지구대)",,Y,0,1,0,0,0,0,1,0,0,장전지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1536,공중화장실,부곡3동주민센터,"부산 금정구 기찰로 107 (부곡동, 부곡3동주민센터)",,N,1,1,0,0,0,0,2,0,0,부곡3동주민센터 내,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1537,공중화장실,고갯마루 화장실,부산 금정구 남문로 3,,N,2,2,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,Y,장애인화장실,N,N,없음,,2022-05-30
1538,공중화장실,남문 화장실,부산 금정구 남문로 56 (금성동),,N,2,2,0,1,0,0,5,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1539,공중화장실,금정산등산로변 공중화장실,부산 금정구 범어사로 246-1 (청룡동),,N,2,3,1,2,0,0,5,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1540,공중화장실,부곡지구대 화장실,"부산 금정구 부곡로 136 (부곡동, 부곡지구대)",,N,1,2,1,0,0,0,2,0,0,부곡지구대 화장실,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1541,공중화장실,부곡2동주민센터 화장실,"부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)",,N,1,1,0,0,0,0,1,0,0,부곡2동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1542,공중화장실,부곡4동주민센터 화장실,"부산 금정구 부곡로18번안길 37 (부곡동, 부곡4동주민센터)",,N,1,2,0,0,0,0,2,0,0,부곡4동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
